Name:,Adam Krajewski
Email:,ak@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
None,(Ti1.5V)5ZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,tensile ductility,EXP,3e-3 strain rate,298.0,24.0909090909,2.371541502,%,F4,10.1016/j.jmst.2024.04.020
None,TiVZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,tensile yield stress,EXP,3e-3 strain rate,298.0,900000000.0,33055091.819698986,Pa,F4,10.1016/j.jmst.2024.04.020
None,(Ti1.5V)1ZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,tensile yield stress,EXP,3e-3 strain rate,298.0,829382303.839732,36060100.16694495,Pa,F4,10.1016/j.jmst.2024.04.020
None,(Ti1.5V)2ZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,tensile yield stress,EXP,3e-3 strain rate,298.0,877462437.395659,42070116.861435965,Pa,F4,10.1016/j.jmst.2024.04.020
None,(Ti1.5V)3ZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,tensile yield stress,EXP,3e-3 strain rate,298.0,782804674.4574289,36060100.16694404,Pa,F4,10.1016/j.jmst.2024.04.020
None,(Ti1.5V)4ZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,tensile yield stress,EXP,3e-3 strain rate,298.0,800834724.540901,27045075.125208996,Pa,F4,10.1016/j.jmst.2024.04.020
None,(Ti1.5V)5ZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,tensile yield stress,EXP,3e-3 strain rate,298.0,761769616.026711,31552587.646076974,Pa,F4,10.1016/j.jmst.2024.04.020
None,TiVZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,UTS,EXP,3e-3 strain rate,298.0,952662721.893491,None,Pa,F4,10.1016/j.jmst.2024.04.020
None,(Ti1.5V)1ZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,UTS,EXP,3e-3 strain rate,298.0,891124260.355029,None,Pa,F4,10.1016/j.jmst.2024.04.020
None,(Ti1.5V)2ZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,UTS,EXP,3e-3 strain rate,298.0,937278106.508875,None,Pa,F4,10.1016/j.jmst.2024.04.020
None,(Ti1.5V)3ZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,UTS,EXP,3e-3 strain rate,298.0,852071005.9171591,None,Pa,F4,10.1016/j.jmst.2024.04.020
None,(Ti1.5V)4ZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,UTS,EXP,3e-3 strain rate,298.0,865088757.396449,None,Pa,F4,10.1016/j.jmst.2024.04.020
None,(Ti1.5V)5ZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,UTS,EXP,3e-3 strain rate,298.0,815384615.3846151,None,Pa,F4,10.1016/j.jmst.2024.04.020
